id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized,emissions,CO_abs,CO2_abs,HC_abs,PMx_abs,NOx_abs,fuel_abs,electricity_abs,vehicle_group,distance_km,travel_time_min,CO2_g,CO2_kg,fuel_g,fuel_kg,CO2_kg_per_km,fuel_kg_per_km,service_time_s,driving_time_min,hub
T_UCS_03,2400.0,314035730_0,12.1,0.0,0.0,3554.0,878811131_0,176.35,13.3,1154.0,4509.99,25.0,2,600.0,162.25,0,tripinfo_T_UCS_03 emissions_T_UCS_03,truck_euro6,0.98,,,11605.53,7939515.99,0.0,1442.22,69704.81,2497519.08,0.0,logistics_truck,4.50999,19.233333333333334,7939.51599,7.93951599,2497.51908,2.49751908,1.7604287348752437,0.5537748598112191,600.0,9.233333333333333,UCS
T_ROS2_03,2700.0,314035730_0,12.1,0.0,0.0,3737.0,878811131_0,176.35,12.92,1037.0,3830.04,8.0,2,600.0,108.65,0,tripinfo_T_ROS2_03 emissions_T_ROS2_03,truck_euro6,0.96,,,9215.68,6304565.12,0.0,1143.07,55180.52,1983211.6,0.0,logistics_truck,3.83004,17.283333333333335,6304.56512,6.30456512,1983.2116,1.9832116000000002,1.6460833620536601,0.5178044093534272,600.0,7.283333333333333,Roswell2
T_SPAR_04,2880.0,314035730_0,12.1,0.0,0.0,3903.0,878811131_0,176.35,13.99,1023.0,3737.82,14.0,1,600.0,116.61,0,tripinfo_T_SPAR_04 emissions_T_SPAR_04,truck_euro6,1.01,,,9183.96,6365600.71,0.0,1133.44,55407.84,2002417.68,0.0,logistics_truck,3.73782,17.05,6365.60071,6.36560071,2002.41768,2.0024176799999998,1.7030249476967858,0.5357180602597235,600.0,7.05,SPAR
T_ROS34_04,3200.0,314035730_0,12.1,0.0,0.0,4206.0,878811131_0,176.35,14.05,1006.0,3975.64,2.0,2,600.0,111.32,0,tripinfo_T_ROS34_04 emissions_T_ROS34_04,truck_euro6,1.03,,,9206.92,6482045.43,0.0,1125.25,55731.19,2039047.53,0.0,logistics_truck,3.97564,16.766666666666666,6482.04543,6.482045429999999,2039.04753,2.03904753,1.6304407416164441,0.5128853543077341,600.0,6.766666666666667,Roswell3&4
T_UCS_04,3200.0,878811131_0,12.1,0.0,0.0,4277.0,314035730_0,367.96,18.97,1077.0,4137.3,5.0,2,600.0,122.9,0,tripinfo_T_UCS_04 emissions_T_UCS_04,truck_euro6,0.98,,,10283.33,7071470.35,0.0,1273.0,61758.91,2224457.89,0.0,logistics_truck,4.1373,17.95,7071.47035,7.071470349999999,2224.45789,2.22445789,1.7091993208130907,0.5376593164624273,600.0,7.95,UCS
T_TGW_04,3207.0,878811131_0,12.1,0.0,7.0,4294.0,314035730_0,367.96,17.37,1087.0,4039.07,0.0,0,600.0,78.86,0,tripinfo_T_TGW_04 emissions_T_TGW_04,truck_euro6,0.9,,,9828.22,6599881.62,0.0,1228.94,58332.18,2076101.73,0.0,logistics_truck,4.039070000000001,18.116666666666667,6599.88162,6.59988162,2076.10173,2.07610173,1.634010210271176,0.5140048897394697,600.0,8.116666666666667,TGW
T_SPAR_05,3606.0,878811131_0,12.1,0.0,6.0,4615.0,314035730_0,367.96,17.4,1009.0,3199.07,50.0,3,600.0,118.5,0,tripinfo_T_SPAR_05 emissions_T_SPAR_05,truck_euro6,0.91,,,8147.25,5392652.09,0.0,1027.75,48242.62,1696348.32,0.0,logistics_truck,3.1990700000000003,16.816666666666666,5392.65209,5.3926520899999995,1696.34832,1.69634832,1.6856936828515785,0.5302629576720734,600.0,6.816666666666666,SPAR
T_ROS2_04,3600.0,878811131_0,12.1,0.0,0.0,4684.0,314035730_0,367.96,18.99,1084.0,3663.14,58.0,3,600.0,172.54,0,tripinfo_T_ROS2_04 emissions_T_ROS2_04,truck_euro6,0.99,,,9684.39,6448634.56,0.0,1220.66,57670.23,2028531.16,0.0,logistics_truck,3.66314,18.066666666666666,6448.6345599999995,6.4486345599999995,2028.53116,2.02853116,1.760411712356066,0.5537683954203225,600.0,8.066666666666666,Roswell2
T_ROS34_05,4000.0,878811131_0,12.1,0.0,0.0,5010.0,314035730_0,367.96,20.9,1010.0,3341.92,25.0,4,600.0,146.29,0,tripinfo_T_ROS34_05 emissions_T_ROS34_05,truck_euro6,1.08,,,8890.57,6131313.26,0.0,1101.2,53626.65,1928719.28,0.0,logistics_truck,3.34192,16.833333333333332,6131.31326,6.13131326,1928.71928,1.92871928,1.8346678735577153,0.5771290994398429,600.0,6.833333333333333,Roswell3&4
T_UCS_05,4000.0,314035730_0,12.1,0.0,0.0,5074.0,878811131_0,176.35,15.0,1074.0,4506.55,9.0,1,600.0,119.73,0,tripinfo_T_UCS_05 emissions_T_UCS_05,truck_euro6,1.08,,,11081.45,7748715.19,0.0,1358.84,66876.27,2437499.55,0.0,logistics_truck,4.50655,17.9,7748.715190000001,7.74871519,2437.49955,2.4374995499999996,1.7194339772109486,0.5408792868158568,600.0,7.9,UCS
T_TGW_05,4007.0,314035730_0,12.1,0.0,7.0,5100.0,878811131_0,176.35,13.62,1093.0,4430.09,2.0,2,600.0,104.66,0,tripinfo_T_TGW_05 emissions_T_TGW_05,truck_euro6,1.01,,,10798.13,7374608.5,0.0,1338.57,64463.39,2319808.56,0.0,logistics_truck,4.43009,18.216666666666665,7374.6085,7.3746085,2319.80856,2.3198085600000002,1.6646633589836775,0.5236481787051731,600.0,8.216666666666667,TGW
T_SPAR_06,4320.0,314035730_0,12.1,0.0,0.0,5344.0,878811131_0,176.35,14.42,1024.0,3737.82,14.0,2,600.0,125.29,0,tripinfo_T_SPAR_06 emissions_T_SPAR_06,truck_euro6,1.04,,,9897.37,6929802.43,0.0,1215.17,59945.19,2179900.24,0.0,logistics_truck,3.73782,17.066666666666666,6929.80243,6.92980243,2179.9002400000004,2.1799002400000003,1.8539690059981484,0.5832009674088106,600.0,7.066666666666666,SPAR
T_ROS2_05,4500.0,314035730_0,12.1,0.0,0.0,5526.0,878811131_0,176.35,13.41,1026.0,3830.04,6.0,3,600.0,108.01,0,tripinfo_T_ROS2_05 emissions_T_ROS2_05,truck_euro6,0.99,,,9384.15,6463311.3,0.0,1159.6,56301.28,2033148.79,0.0,logistics_truck,3.83004,17.1,6463.311299999999,6.4633113,2033.14879,2.03314879,1.6875310179528151,0.5308427039926475,600.0,7.1,Roswell2
T_ROS34_06,4800.0,314035730_0,12.1,0.0,0.0,5802.0,878811131_0,176.35,13.28,1002.0,3975.64,2.0,1,602.0,85.8,0,tripinfo_T_ROS34_06 emissions_T_ROS34_06,truck_euro6,0.97,,,9147.0,6372492.41,0.0,1120.54,54869.84,2004576.86,0.0,logistics_truck,3.97564,16.7,6372.49241,6.37249241,2004.5768600000001,2.0045768600000002,1.6028846701411599,0.504214883641376,600.0,6.7,Roswell3&4
T_TGW_06,4806.0,878811131_0,12.1,0.0,6.0,5875.0,314035730_0,367.96,18.49,1069.0,4039.07,0.0,0,600.0,87.46,0,tripinfo_T_TGW_06 emissions_T_TGW_06,truck_euro6,0.95,,,9619.05,6512441.96,0.0,1198.28,57290.77,2048598.64,0.0,logistics_truck,4.039070000000001,17.816666666666666,6512.44196,6.51244196,2048.5986399999997,2.04859864,1.6123617466396967,0.5071956267160509,600.0,7.816666666666666,TGW
T_UCS_06,4800.0,878811131_0,12.1,0.0,0.0,5886.0,314035730_0,367.96,18.39,1086.0,4137.3,9.0,3,600.0,118.85,0,tripinfo_T_UCS_06 emissions_T_UCS_06,truck_euro6,0.95,,,10568.96,7252403.67,0.0,1309.85,63429.95,2281373.33,0.0,logistics_truck,4.1373,18.1,7252.40367,7.25240367,2281.37333,2.28137333,1.7529315423102023,0.551415979020134,600.0,8.1,UCS
T_SPAR_07,5040.0,878811131_0,12.1,0.0,0.0,6018.0,314035730_0,367.96,18.26,978.0,3195.48,31.0,2,600.0,97.1,0,tripinfo_T_SPAR_07 emissions_T_SPAR_07,truck_euro6,0.94,,,7883.83,5310672.47,0.0,984.77,46883.05,1670561.16,0.0,logistics_truck,3.19548,16.3,5310.6724699999995,5.31067247,1670.56116,1.6705611599999999,1.6619326267102283,0.5227888016823763,600.0,6.3,SPAR
T_ROS2_06,5400.0,878811131_0,12.1,0.0,0.0,6409.0,314035730_0,367.96,20.55,1009.0,3663.14,30.0,1,600.0,119.77,0,tripinfo_T_ROS2_06 emissions_T_ROS2_06,truck_euro6,1.08,,,9076.49,6272545.98,0.0,1120.87,54620.11,1973143.13,0.0,logistics_truck,3.66314,16.816666666666666,6272.545980000001,6.27254598,1973.14313,1.97314313,1.7123413191960997,0.5386480260104719,600.0,6.816666666666666,Roswell2
T_ROS34_07,5600.0,878811131_0,12.1,0.0,0.0,6620.0,314035730_0,367.96,18.76,1020.0,3341.92,42.0,5,600.0,128.99,0,tripinfo_T_ROS34_07 emissions_T_ROS34_07,truck_euro6,0.98,,,8894.08,5977082.36,0.0,1114.54,53024.26,1880195.26,0.0,logistics_truck,3.34192,17.0,5977.08236,5.977082360000001,1880.19526,1.88019526,1.7885174869536078,0.5626092964523388,600.0,7.0,Roswell3&4
T_UCS_07,5600.0,314035730_0,12.1,0.0,0.0,6694.0,878811131_0,176.35,13.86,1094.0,4506.55,6.0,2,600.0,121.81,0,tripinfo_T_UCS_07 emissions_T_UCS_07,truck_euro6,1.03,,,11286.51,7820383.42,0.0,1391.04,67918.1,2460042.58,0.0,logistics_truck,4.50655,18.233333333333334,7820.38342,7.82038342,2460.0425800000003,2.46004258,1.7353371026616813,0.5458815679399985,600.0,8.233333333333333,UCS
T_TGW_07,5607.0,314035730_0,12.1,0.0,7.0,6785.0,878811131_0,176.35,13.42,1178.0,4430.09,51.0,4,600.0,170.07,0,tripinfo_T_TGW_07 emissions_T_TGW_07,truck_euro6,0.97,,,11797.13,7858491.82,0.0,1484.75,70109.51,2472023.07,0.0,logistics_truck,4.43009,19.633333333333333,7858.49182,7.85849182,2472.0230699999997,2.4720230699999997,1.7738898803410315,0.5580074151992397,600.0,9.633333333333333,TGW
T_SPAR_08,5760.0,314035730_0,12.1,0.0,0.0,6787.0,878811131_0,176.35,14.52,1027.0,3737.82,25.0,2,600.0,135.78,0,tripinfo_T_SPAR_08 emissions_T_SPAR_08,truck_euro6,1.07,,,9409.93,6505042.17,0.0,1162.79,56707.08,2046280.81,0.0,logistics_truck,3.73782,17.116666666666667,6505.04217,6.50504217,2046.28081,2.04628081,1.740330505481805,0.5474530100432872,600.0,7.116666666666666,SPAR
T_ROS2_07,6300.0,314035730_0,12.1,0.0,0.0,7324.0,878811131_0,176.35,13.92,1024.0,3830.04,10.0,2,600.0,116.98,0,tripinfo_T_ROS2_07 emissions_T_ROS2_07,truck_euro6,1.03,,,9400.64,6527719.93,0.0,1158.12,56677.83,2053413.9,0.0,logistics_truck,3.83004,17.066666666666666,6527.719929999999,6.52771993,2053.4139,2.0534139,1.7043477169951229,0.5361338001691888,600.0,7.066666666666666,Roswell2
T_ROS34_08,6400.0,314035730_0,12.1,0.0,0.0,7415.0,878811131_0,176.35,14.18,1015.0,3975.64,7.0,1,600.0,114.91,0,tripinfo_T_ROS34_08 emissions_T_ROS34_08,truck_euro6,1.02,,,9632.05,6783922.77,0.0,1177.39,58345.71,2134009.49,0.0,logistics_truck,3.97564,16.916666666666668,6783.922769999999,6.783922769999999,2134.0094900000004,2.1340094900000004,1.7063725010312805,0.5367713097765392,600.0,6.916666666666667,Roswell3&4
T_SPAR_09,6480.0,878811131_0,12.1,0.0,0.0,7432.0,314035730_0,367.96,19.83,952.0,3195.48,32.0,2,600.0,95.75,0,tripinfo_T_SPAR_09 emissions_T_SPAR_09,truck_euro6,1.04,,,7764.93,5351370.98,0.0,959.31,46604.7,1683368.59,0.0,logistics_truck,3.19548,15.866666666666667,5351.370980000001,5.35137098,1683.36859,1.6833685900000002,1.6746689010727656,0.5267967848335775,600.0,5.866666666666666,SPAR
T_UCS_08,6400.0,878811131_0,12.1,0.0,0.0,7483.0,314035730_0,367.96,19.67,1083.0,4137.3,23.0,3,600.0,137.99,0,tripinfo_T_UCS_08 emissions_T_UCS_08,truck_euro6,1.01,,,10767.52,7427449.36,0.0,1331.32,64780.14,2336439.15,0.0,logistics_truck,4.1373,18.05,7427.4493600000005,7.427449360000001,2336.4391499999997,2.33643915,1.7952407028738553,0.56472558190124,600.0,8.05,UCS
T_TGW_08,6406.0,878811131_0,12.1,0.0,6.0,7494.0,314035730_0,367.96,19.8,1088.0,4039.07,18.0,2,600.0,132.67,0,tripinfo_T_TGW_08 emissions_T_TGW_08,truck_euro6,1.02,,,10455.84,7121023.18,0.0,1300.89,62586.07,2240043.67,0.0,logistics_truck,4.039070000000001,18.133333333333333,7121.02318,7.12102318,2240.04367,2.24004367,1.7630353472457765,0.5545939213729892,600.0,8.133333333333333,TGW
